Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O	1,3,8,9
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F	10
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	9
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	9
O=c1[nH]c(=O)n(C2CCCO2)cc1F	10
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O	10
Oc1c(Cl)cc(Cl)c(Cl)c1O	10
O[C@@H]1C(Cl)=CC(Cl)=C(Cl)[C@@H]1O	10
O=C(O)/C(Cl)=C(Cl)\C=C(\Cl)C(=O)O	10
O=C1O/C(=C(/Cl)C(=O)O)C=C1Cl	10
O=C(O)/C(Cl)=C\C(=O)C(Cl)C(=O)O	10
O=C(O)CCC(=O)C(Cl)C(=O)O	10
O[C@@H]1C=CC=C(Cl)[C@@H]1O	10
O=C(O)/C=C1/C=CC(=O)O1	10
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O	10
CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO	8
C/C(=C\CC1=CC(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C	7
CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=C=C1C(C)(C)C[C@H](O)C[C@@]1(C)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C	8
CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C	8
CC(=C/C=O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C	8
CC(=C/C(=O)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C	8
CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C=O	8
CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\CO	8
CN(C)CCOP(=O)(O)O	2
*C(=O)OC[C@H](CO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O	2
CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1	10
CC(C)(c1ccc(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1	10
CC(C)(c1ccc(O)c(Br)c1)c1ccc(O)c(Br)c1	10
CC(C)(c1ccc(O)cc1)c1ccc(O)c(Br)c1	10
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	10
C=C(CC(C)(C)c1ccc(O)cc1)c1ccc(O)cc1	10
CC(C)(c1ccc(O)cc1)c1ccc(O)c(O)c1	10
CC(C)(C1=CC(=O)C(=O)C=C1)c1ccc(O)cc1	10
CC(O)(Cc1ccc(O)cc1)c1ccc(O)cc1	10
CC(CO)(c1ccc(O)cc1)c1ccc(O)cc1	10
C/C(=C\c1ccc(O)cc1)c1ccc(O)cc1	10
CC(C(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1	10
OCC(O)(Cc1ccc(O)cc1)c1ccc(O)cc1	10
O=C(CO)c1ccc(O)cc1	10
CC(=O)Oc1ccc(O)cc1	10
CCc1ccc(O)cc1	10
CC(O)c1ccc(O)cc1	10
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	2
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12	2
Cn1c(=O)[nH]c2ncn(C)c2c1=O	9
CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O	9
CCCCC[C@H](O)/C=C/[C@@H]1[C@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O	2
CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)O)[C@H](O)[C@@H]1O	0,6
C=C(Cl)Cl	10
O=[N+]([O-])c1cccc2ccccc12	10
Cc1cccc2ccccc12	10
Cc1cccc2c1[C@@H](O)[C@@H](O)C=C2	10
Cc1cccc2ccc(O)c(O)c12	10
Cc1cccc2c1OC(O)(C(=O)O)C=C2	10
Cc1cccc(/C=C/C(=O)C(=O)O)c1O	10
Cc1cccc(C=O)c1O	10
Cc1cccc(C(=O)O)c1O	10
OCc1cccc2ccccc12	10
O=Cc1cccc2ccccc12	10
O=C(O)c1cccc2ccccc12	10
O=C(O)c1cccc2c1[C@@H](O)[C@@H](O)C=C2	10
O=C(O)c1cccc2ccc(O)c(O)c12	10
O=C(O)c1cccc2c1OC(O)(C(=O)O)C=C2	10
O=C(O)C(=O)/C=C/c1cccc(C(=O)O)c1O	10
O=Cc1cccc(C(=O)O)c1O	10
O=C(O)c1cccc(C(=O)O)c1O	10
Cc1ccc2ccccc2c1	10
O=Cc1ccc2ccccc2c1	10
O=Cc1ccc(C(=O)O)c(O)c1	10
O=C(O)c1ccc2ccccc2c1	10
Cc1ccc2c(c1)[C@@H](O)[C@@H](O)C=C2	10
Cc1ccc(C(=O)O)c(O)c1	10
OCc1ccc2c(c1)[C@@H](O)[C@@H](O)C=C2	10
OCc1ccc2ccc(O)c(O)c2c1	10
O=C(O)C1(O)C=Cc2ccc(CO)cc2O1	10
O=C(O)C(=O)/C=C/c1ccc(CO)cc1O	10
O=Cc1ccc(CO)cc1O	10
O=C(O)c1ccc(CO)cc1O	10
OCc1ccc(O)c(O)c1	10
O=C(O)c1ccc2c(c1)CCCC2	10
O=C(O)C[C@@H]1CCCC[C@@H]1C(=O)O	10
O=C(O)C1CCC2CCCCC2C1	10
c1ccc2c(c1)CCCC2	10
O=C(O)CC(Cc1ccc2ccccc2c1)C(=O)O	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)Cc1ccc2ccccc2c1	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C(=C/c1ccc2ccccc2c1)CC(=O)O	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(O)c1ccc2ccccc2c1	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(=O)c1ccc2ccccc2c1	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc2ccccc2c1	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCC(=O)O	10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCC(=O)O	4,10
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)CCC(=O)O	4,10
Nc1nc(N)nc(NC2CC2)n1	10
Nc1nc(O)nc(NC2CC2)n1	10
Oc1nc(O)nc(NC2CC2)n1	10
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2	7
Cc1cc(O)c(C)c2c1O[C@](C)(CCCC(C)CCCC(C)CCCC(C)C)CC2	7
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1	7
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2c(C)c(O)cc(C)c2O1	7
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1	7
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1	7
O=C(O)CS(=O)(=O)O	5
N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)O)C(=O)O	1
O=C(c1ccc(O)cc1)c1ccc(O)cc1	10
O=Cc1ccco1	10
Oc1ccc(Cc2ccc(O)cc2)cc1	10
O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12	9
c1ccc2cc3ccccc3cc2c1	10
c1cc2ccc3cccc4ccc(c1)c2c34	10
Cc1ccc(N)cc1N	10
O=[N+]([O-])c1cccc(O)c1	10
Nc1ccc(Cl)cc1Cl	10
Nc1ccc(Cl)cc1	10
Oc1ccc(Br)cc1	10
CC[C@@](C)(O)C(=O)C(=O)O	4
Oc1ccc2ccc3cccc4ccc1c2c34	10
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O	9
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O	8
Oc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45	10
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl	10
Cc1ccc(O)c(C)c1	10
ONc1cccc(O)c1	10
Nc1cc(O)ccc1O	10
O=C(O)C[C@H]1C=CC(=O)O1	10
CCCCC/C=C/C=C1/C(=O)C=C[C@@H]1C/C=C\CCCC(=O)O	2
C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C(\C)C(=O)c2c(O)c(C)c(O)c3c2C(=O)C=C(NC1=O)C3=O	8
C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H]2OC(O)[C@@H](/C=C(\C)C(=O)c3c(O)c(C)c(O)c4c3C(=O)C=C(NC1=O)C4=O)[C@H](O)[C@H]2C	8
C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@@H]2OC(=O)[C@@H](/C=C(\C)C(=O)c3c(O)c(C)c(O)c4c3C(=O)C=C(NC1=O)C4=O)[C@H](O)[C@H]2C	8
C/C1=C/C=C/C(C)C(O)C(C)C(O)C(C)C(O)C(C)C(O)/C=C/OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC1=O)C4=O	8
C/C1=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC1=O	8
CC(=O)O[C@@H]1[C@H](C)[C@@H](O)/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@H]1C	8
CCCCC/C=C\C/C=C\C/C=C\C=C\C(=O)CCCC(=O)O	2
O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO	2
C[C@H](O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	2
CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O	2
CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O	2
CCCCC/C=C\C=C\C(=O)CCCCCCCC(=O)O	2
CCCCC/C=C\C=C\[C@@H](O)CCCCCCCC(=O)O	2
CCCCC/C=C\C/C=C\C/C=C\CC1OC1CCCC(=O)O	2
CCCCC/C=C\C/C=C\CC1OC1C/C=C\CCCC(=O)O	2
CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)O	2
CCCCCC1OC1C/C=C\C/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C/C=C\C/C=C\CC(O)C(O)CCCC(=O)O	2
CCCCC/C=C\C/C=C\CC(O)C(O)C/C=C\CCCC(=O)O	2
CCCCC/C=C\CC(O)C(O)C/C=C\C/C=C\CCCC(=O)O	2
CCCCCC(O)C(O)C/C=C\C/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C/C=C\C=C\[C@@H](O)C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@H](O)/C=C/C=C\C/C=C\CCCC(=O)O	2
CCCC[C@@H](O)/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C/C=C\C[C@H](O)/C=C/C=C\CCCC(=O)O	2
CCCCC/C=C\C=C\[C@H](O)C/C=C\C/C=C\CCCC(=O)O	2
CCCCC[C@H](O)/C=C/C1OC1C/C=C\C/C=C\CCCC(=O)O	2
CCCCC[C@H](O)/C=C/C(O)C(O)C/C=C\C/C=C\CCCC(=O)O	2
O=C1C=Cc2ccccc2C1=O	10
OC1c2ccccc2C2OC2C1O	10
Oc1ccc(O)c2ccccc12	10
C1=C[C@@H]2O[C@@H]2c2ccccc21	10
C1=C[C@H]2O[C@H]2c2ccccc21	10
O=Nc1cccc2ccccc12	10
ONc1cccc2ccccc12	10
Nc1cccc2ccccc12	10
N[C@@H](CCC(=O)N[C@@H](CS[C@@H]1C=Cc2ccccc2[C@H]1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CS[C@H]1C=Cc2ccccc2[C@@H]1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CS[C@@H]1c2ccccc2C=C[C@H]1O)C(=O)NCC(=O)O)C(=O)O	10
CCCCC[C@H](O)/C=C/[C@@H]1[C@H](C/C=C\CC(=O)O)[C@@H](O)C[C@H]1O	2
CCCCC[C@H](O)/C=C/[C@@H]1[C@H](CCCCC(=O)O)[C@@H](O)C[C@H]1O	2
CC(=O)N[C@@H](CS[C@@H]1C=Cc2ccccc2[C@H]1O)C(=O)O	10
CC(=O)N[C@@H](CS[C@@H]1c2ccccc2C=C[C@H]1O)C(=O)O	10
CC(=O)N[C@@H](CS[C@H]1C=Cc2ccccc2[C@@H]1O)C(=O)O	10
O=C(O)C(=O)CS[C@@H]1c2ccccc2C=C[C@H]1O	10
O=[N+]([O-])c1cccc2c1C=CC1OC21	10
O=[N+]([O-])c1cccc2c1C=CC(O)C2O	10
O=[N+]([O-])c1cccc2c1C1OC1C=C2	10
N[C@@H](CCC(=O)N[C@@H](CSC1c2c(cccc2[N+](=O)[O-])C=CC1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSC1C=Cc2cccc([N+](=O)[O-])c2C1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSC1C=Cc2c(cccc2[N+](=O)[O-])C1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSC1c2cccc([N+](=O)[O-])c2C=CC1O)C(=O)NCC(=O)O)C(=O)O	10
CCCCC/C=C\CC(=O)/C=C/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@@H]1O[C@H]1/C=C/C(O)C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@H](O)[C@H](O)/C=C/C(O)C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@@H]1O[C@H]1C(O)/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@@H](O)[C@@H](O)C(O)/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO	2
CCCCCC1OC1/C=C/C(O)C/C=C\C/C=C\CCCC(=O)O	2
CCCCCC(O)C(O)/C=C/C(O)C/C=C\C/C=C\CCCC(=O)O	2
CCCCC[C@H](O)/C=C/C=C\C=C\C=C\[C@@H]1O[C@H]1CCCC(=O)O	2
[Fe+2]	7
[Fe+3]	7
CCCCC/C=C\C=C\[C@@H](C/C=C\C/C=C\CCCC(=O)O)OO	2
CCCCC/C=C\C/C=C\C[C@@H](/C=C/C=C\CCCC(=O)O)OO	2
CCCCC/C=C\C[C@@H](O)/C=C/C=C\C/C=C\CCCC(=O)O	2
CCCCC/C=C\C/C=C\C=C\[C@H](C/C=C\CCCC(=O)O)OO	2
CCCCC/C=C\C/C=C\C=C\[C@H](O)C/C=C\CCCC(=O)O	2
CCCCC/C=C\C[C@@H]1O[C@@H]1CCCCCCCC(=O)O	2
CCCCC[C@@H]1O[C@@H]1C/C=C\CCCCCCCC(=O)O	2
CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO	2
CCCCC/C=C\CC(O)C(O)CCCCCCCC(=O)O	2
CCCCCC(O)C(O)C/C=C\CCCCCCCC(=O)O	2
CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)O)OO	2
CCCCC[C@@H]1O[C@@H]1/C=C/[C@@H](O)CCCCCCCC(=O)O	2
CCCCC[C@H](O)[C@@H](O)/C=C/[C@@H](O)CCCCCCCC(=O)O	2
CCCCCC(O)/C=C/C1OC1CCCCCCCC(=O)O	2
CCCCCC(O)/C=C/C(O)C(O)CCCCCCCC(=O)O	2
CCCCCC1OC1CC1OC1CCCCCCCC(=O)O	2
CCCCCC1OC1CC(O)C(O)CCCCCCCC(=O)O	2
BrC1=CC2OC2C=C1	10
BrC1=CC=CC2OC12	10
Oc1ccccc1Br	10
OC1C=CC=C(Br)C1O	10
Oc1ccc(Br)cc1O	10
OC1C=CC(Br)=CC1O	10
OC1=CC=C(Br)C2OC12	10
O=C1C=CC(Br)=CC1=O	10
N[C@@H](CCC(=O)N[C@@H](CSC1C=CC(Br)=CC1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSC1C(Br)=CC=CC1O)C(=O)NCC(=O)O)C(=O)O	10
C1=CC2OC2c2c1cc1ccc3cccc4ccc2c1c34	10
C1=CC2OC2c2cc3ccc4cccc5ccc(c21)c3c45	10
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2OC12	10
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O	10
OC1c2cc3ccc4cccc5ccc(c2C2OC2C1O)c3c45	10
Oc1ccc2cc3c4c(ccc5cccc(c54)C4OC34)c2c1	10
N[C@@H](CCC(=O)N[C@@H](CSC1c2cc3ccccc3c3ccc4cccc(c4c23)C1O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O)C(=O)NCC(=O)O)C(=O)O	10
ClC1(Cl)CO1	10
O=CC(Cl)Cl	10
O=C(Cl)CCl	10
OC(O)C(Cl)Cl	10
N[C@@H](CCC(=O)N[C@@H](CSC(O)C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSCC(=O)O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSCC(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSC(=O)CCl)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSCC(=O)Cl)C(=O)NCC(=O)O)C(=O)O	10
O=CC(Cl)(Cl)Cl	10
O=C(Cl)C(Cl)Cl	10
N[C@@H](CCC(=O)N[C@@H](CS/C(Cl)=C\Cl)C(=O)NCC(=O)O)C(=O)O	10
O=C(O)[C@H]1O[C@@H](OCC(Cl)(Cl)Cl)[C@H](O)[C@@H](O)[C@@H]1O	10
O=CCBr	10
N[C@@H](CCC(=O)N[C@@H](CSCC=O)C(=O)NCC(=O)O)C(=O)O	10
O=C(O)CSCC(=O)O	10
O=C(O)CS(=O)CC(=O)O	10
N[C@@H](CCC(=O)N[C@@H](C[S+]1CC1)C(=O)NCC(=O)O)C(=O)O	10
N[C@@H](CCC(=O)N[C@@H](CSCCO)C(=O)NCC(=O)O)C(=O)O	10
CC(=O)N[C@@H](CSCCO)C(=O)O	10
CC(=O)N[C@@H](CSCCn1cnc2nc(N)[nH]c(=O)c21)C(=O)O	10
O=C(O)[C@@H](O)C(=O)[C@H](O)[C@@H](O)COP(=O)(O)O	0
C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC2=O	10
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1	8
O=C(O)[C@@H](O)CCN[C@@H](CCN1CC[C@H]1C(=O)O)C(=O)O	9
O=C(O)C(=O)CCN[C@@H](CCN1CC[C@H]1C(=O)O)C(=O)O	9
CC1=C(/C=C/C(C)=C/C=C/C(C)CCO)C(C)(C)CCC1	7
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1	7
O=C(O)[C@@H](O)CCN[C@H](C(=O)O)[C@@H](O)CN1CC[C@H]1C(=O)O	9
O=C(O)[C@@H](O)CCN[C@H](C(=O)O)[C@@H](O)CN1C[C@H](O)[C@H]1C(=O)O	9
O=C(O)[C@@H](O)CCN[C@@H](CCN1C[C@H](O)[C@H]1C(=O)O)C(=O)O	9
O=C(O)[C@H](Cc1ccc(O)cc1)N(O)O	5
CC(C)=CCc1cc2c(cc1O)OC[C@@]1(O)c3ccc(O)cc3O[C@@H]21	9
CC(C)=CCc1c(O)ccc2c1OC[C@@]1(O)c3ccc(O)cc3O[C@@H]21	9
C=C(C)[C@@H]1Cc2cc3c(cc2O1)OC[C@@]1(O)c2ccc(O)cc2O[C@@H]31	9
CC1=CC(=O)C[C@](C)(CO)[C@@]1(O)/C=C/C(C)=C\C(=O)O	8
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
*CS(=O)(=O)O	1
C[C@H](O)[C@H](O)[C@H]1CNC2=NC(N)=NC(=O)[C@]2(O)N1	7
O=C(O)c1ccc(O)nc1O	7
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(=O)c1ccccc1	4
O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O	9
COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc(OC)c(OC)c3CN1CC2	9
CC(=O)N[C@@H](CCCNC(N)=O)C(=O)O	4
C/C(=C/CNc1ncnc2[nH]cnc12)CO	8
C/C(=C/CNc1ncnc2[nH]cnc12)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	8
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1cc(O)c2ccccc2c1O	7
CC(=O)C(O)COP(=O)(O)O	7
Nc1nc(N[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(NC=O)c(=O)[nH]1	7
O=C1c2ccc(O)cc2OC(O)C1c1ccc(O)cc1	9
CSCCC(=O)/C(O)=C/O	4
NC(=O)NC(=O)CC(=O)O	3
CC(CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	2
C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23	9
C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	2
C[C@H](CC[C@@H](O)[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O	2
*/C=C\OC[C@@H](O)CO	2
*/C=C\OC[C@@H](O)COP(=O)(O)O	2
*/C=C\OCC(COP(=O)(O)O)OC(*)=O	2
CSCCC(=O)C(=O)COP(=O)(O)O	4
CSCCC(=O)/C(O)=C/OP(=O)(O)O	4
